,id,date,like_count,view_count,comment_count,sentiment,positive_count,negative_count,neutral_count,avg_anger_per,avg_fear_per,avg_trust_per,avg_surprise_per,avg_positive_per,avg_negative_per,avg_sadness_per,avg_disgust_per,avg_joy_per,avg_anticipation_per
15,Xo232kyTsO0,2015-05-20T20:29:26Z,101147,6320812,9593,0.19320839160839162,139,56,91,0.02936253860123655,0.037123134187693696,0.10010216415607257,0.020037495472934645,0.20656321981263603,0.09932194082104855,0.036620796332629844,0.0182614825672426,0.030724858395377953,0.08272153049228839
16,9Q_0vOdzw4Y,2015-05-27T20:32:50Z,12370,843508,1394,0.1463669090909091,136,68,71,0.03721235616309568,0.04244367683644908,0.10792008184047215,0.03024191411970199,0.2005442484308562,0.11785152191166627,0.03152721105092558,0.02460555375703016,0.054515114535727105,0.07313832135407576
17,NblR01hHK6U,2015-06-04T01:40:48Z,43037,3154279,5663,0.13382877192982456,133,65,87,0.02989227486273211,0.05787188923266548,0.12464089532429125,0.04228831856451716,0.17960330505035663,0.1345939682030386,0.038898056185875975,0.0149864034569421,0.032781059768449215,0.12339119777218412
18,_UKyswjng60,2015-06-10T20:10:26Z,2741,369003,395,0.12741046511627907,77,32,63,0.03106197776170087,0.060137037318748754,0.0643456769155972,0.04001124817935393,0.13825243969201376,0.15615045802575006,0.06836398247900381,0.013372813429689063,0.03421315041621078,0.05688191345635036
19,gWYEnvMM1dA,2015-06-17T22:55:20Z,5818,396106,849,0.1180421052631579,119,68,98,0.025062948864962752,0.051226029004533775,0.10925619832812054,0.021671394593408416,0.2262649839403765,0.11332480156517855,0.03485150453159208,0.025245334125235025,0.04831396764118975,0.08162494266856049
20,bT3hBK6kAJQ,2015-06-25T00:06:06Z,2131,105947,232,0.2029253846153846,59,26,45,0.01554884004884005,0.03634410034410034,0.11305238883531128,0.017209853139873423,0.1989336868770868,0.06262035400496939,0.028164173580619203,0.010895493395493394,0.07170107005042252,0.1455300397232836
21,D3GVVkPb3OI,2015-07-02T17:10:45Z,16598,1437451,1368,0.19103503649635037,140,49,85,0.029585465214067616,0.07595791160012227,0.10774598447015242,0.025904892237408113,0.1962775011184609,0.08463228903314438,0.025561299776624566,0.010620426057507425,0.04456125614924648,0.0852843612045797
22,g1nbZ4PctOI,2015-07-08T22:02:14Z,4079,334267,294,0.27118043478260867,80,22,36,0.019939419735825713,0.05983760194061208,0.13086349933845953,0.016752404007222332,0.26510367352289566,0.07773386438548818,0.02150141651572912,0.016823345100247966,0.06045587046378921,0.10635122383030987
23,RuPQsqZaq8A,2015-07-08T22:02:40Z,2352,181242,160,0.05431594202898551,23,18,28,0.01842486896834723,0.054246171637475984,0.13245364930147538,0.02601281405629232,0.16678153308588092,0.10441707235185496,0.03132868893738459,0.02757423572640964,0.032935497609410655,0.14495590310807702
24,P4rW_pPbD-U,2015-07-15T22:27:27Z,10596,1070532,896,0.17137969348659005,119,51,91,0.02240453103326538,0.03296945443644118,0.12483984013819655,0.017137887943421352,0.1663216167766402,0.10267093100600388,0.03509407631065993,0.01928704792485668,0.03419642697493603,0.12707052462032978
25,U8Hx-AkFDCY,2015-07-22T22:57:33Z,3816,268544,243,0.41671874999999997,140,43,25,0.013333483319778362,0.02303561180339716,0.1383525325193221,0.05381653363609948,0.23415765708393424,0.05614350453068209,0.029718372697941565,0.006298267704517704,0.09485398345551782,0.13875159171034793
26,AwhKZ3fd9JA,2015-07-29T23:36:28Z,16157,1653611,2154,0.13331485507246377,125,56,95,0.03416805907986089,0.0432801114875673,0.11874224689108907,0.02715644974912227,0.20627875931748957,0.08875320884704929,0.03825658957709276,0.010458969011781019,0.033622927197607955,0.12029717159496306
27,pwChk4S99i4,2015-08-05T22:01:39Z,32928,2069695,3712,0.18475513307984792,131,55,77,0.03101504108476744,0.03586812683768229,0.1365464812548842,0.024467829060297392,0.23596284142620955,0.11563956514273652,0.019865725315947692,0.019999676628888734,0.033863362941404976,0.07300709175204816
28,MUThGpp6ze4,2015-08-12T22:40:19Z,2179,135301,364,0.2060429487179487,77,25,54,0.039315429297598695,0.054310917290172414,0.09617333776470086,0.04476015439358004,0.1704686701110316,0.11250855878145523,0.0463315278836575,0.016981311904954437,0.03608332331204054,0.12024625644029587
29,vNaEBbFbvcY,2015-08-19T22:58:15Z,52696,3128238,5102,0.11331808510638298,120,70,92,0.02004937211114964,0.042000852560277274,0.07569754530996856,0.01866691648128203,0.16768296690986306,0.16794393165791946,0.1260631430400487,0.01646052480242539,0.03212776188809706,0.13117932566450072
30,VzUl3D41oIs,2015-08-27T18:26:52Z,5532,223212,723,0.29372953736654805,163,59,59,0.03590623889680825,0.03830593779959497,0.10031834256653965,0.04370529958091388,0.2055632693263651,0.08288373929392436,0.025683092421371085,0.008598613736361402,0.061642688863557525,0.11269526861776662
31,z3rgl-_a5C0,2015-09-23T19:14:07Z,17391,1149244,2003,0.16785255474452554,136,56,82,0.030690122110308714,0.04817588231440415,0.09757920113320546,0.027421939589429335,0.15266106547389557,0.14405634614486057,0.21731436870273263,0.02035886894511558,0.03470159730521033,0.08470484185748
32,AwwIFcdUFrE,2015-09-30T22:22:56Z,118254,8623215,16174,0.1136903448275862,113,57,120,0.031155343262614356,0.035377545987937443,0.07225841859038178,0.025745116904442637,0.2305124006811965,0.10183640024240737,0.05166279911753152,0.02414803451214492,0.03303477858369513,0.08737261039351045
33,msVuCEs8Ydo,2015-10-07T23:45:30Z,104538,6820489,13304,0.16680142348754448,132,64,85,0.026402857469076047,0.030328494796099403,0.12493850841410094,0.025086586062124862,0.24257797046747978,0.08963777443036161,0.03259523849928819,0.015938917899191666,0.05024684074055541,0.11313649093702459
34,EzZGPCyrpSU,2015-10-15T18:15:30Z,90910,7030980,11730,0.15196035714285716,130,64,86,0.03998006978632661,0.04491212837301625,0.10180504082070546,0.03697491451593861,0.2161442237236683,0.11388613002652132,0.05094373957172433,0.01834770998545564,0.046113936419361894,0.12017782106299586
35,1Tstyqz2g7o,2015-10-22T15:34:09Z,15369,995326,1755,0.1111932384341637,109,61,111,0.02832892777090481,0.036031670358253165,0.11059701798125054,0.02221778123741978,0.20176035673784187,0.10294644737879476,0.05005579543041737,0.021335896802875932,0.04016162754255835,0.10542568872409622
36,94ed4v_T6YM,2015-10-28T20:56:27Z,33149,2510183,3685,0.12146148409893993,116,48,119,0.05038007318091439,0.026384012487844458,0.07835115804933768,0.021277103262196857,0.158814532632602,0.11881454912028058,0.08016659947178736,0.011045240660610129,0.03840854354729469,0.10893769288748521
37,cJONS7sqi0o,2015-11-05T20:05:15Z,36597,3068672,7587,0.16966872852233678,134,60,97,0.02404642727692213,0.06442051251070562,0.15601265941165463,0.016797362728806765,0.23761336754235393,0.107023066797607,0.03533680117762934,0.035747215267854474,0.04827840679988531,0.07197503959311002
38,NzvcVcPnSCY,2015-11-11T21:56:22Z,2762,145065,614,0.03355874125874126,110,88,88,0.06683032682604306,0.08261343883457557,0.07855931513276833,0.03966696748610418,0.16502961788983536,0.13226577851797583,0.039868602576518475,0.028427363815402198,0.03243120017819464,0.06507661951181311
39,dEIjKjIgCA0,2015-11-18T22:58:26Z,14342,1037546,1579,0.010824475524475526,101,104,81,0.06118202605459918,0.08096951154020962,0.0968526325310414,0.04035835167572879,0.1616940364533209,0.11912745420386134,0.0466370848813144,0.019624357301171003,0.04622421642176105,0.09656109816776155
40,T2m-ZXrclW0,2015-11-26T07:39:32Z,5156,346357,368,0.1454,111,59,55,0.05065666073422613,0.04517556364783911,0.08632372201605093,0.027648828807030623,0.2304398985463601,0.1351676520547465,0.04578302608220049,0.026876412552779942,0.061501805698019205,0.10375976319408028
41,xx4562gesw0,2015-12-09T18:09:05Z,20427,1304721,2231,0.1199778597785978,105,71,95,0.026674607505325066,0.044521716020523,0.09545224752494601,0.02048991271478607,0.16143015896741147,0.1402111399564869,0.0866614893043447,0.020763563034441757,0.05897779045549539,0.10865501289262339
42,kixAljyfdqU,2015-12-16T21:11:59Z,45011,2619378,3044,0.13293772893772896,120,67,86,0.029982759621144574,0.04173743292216625,0.120224583486921,0.021978548479531228,0.21383034731359604,0.09805270894203749,0.039734437634131425,0.016828054015385948,0.03596037510634981,0.1289234997314835
43,gSKzgpt4HBU,2016-01-06T17:53:40Z,31014,1713716,2741,0.23939169675090252,154,52,71,0.031137931283998093,0.039351010404027886,0.10746213170798805,0.022686379887301066,0.22006154092599836,0.11287573367278209,0.0565377928867635,0.020501355642170475,0.043325602838751004,0.1330641308585227
44,GguAN1_JouQ,2016-01-13T21:15:29Z,26205,1696569,2482,0.10051691176470588,113,66,93,0.021861193331976683,0.04357027891926865,0.11049403239778308,0.03566046255257135,0.193910769415469,0.08350729484871014,0.03447181676786441,0.01687601016069996,0.03516727620958593,0.27742204186665903
45,kpuGjzdHqgI,2016-01-20T20:37:27Z,3437,194874,516,0.16338026755852844,122,46,131,0.02689910917746274,0.039954792059330405,0.06539251034143978,0.03109815160442175,0.13894715635505903,0.07081156301684018,0.02744954359831608,0.006625594378630816,0.02699243951167555,0.2815482035019742
46,fHRqibyNMpw,2016-01-28T00:17:35Z,20569,1305333,2120,0.16577148148148146,128,55,87,0.03078038668055143,0.04104296337361246,0.1060597102701784,0.031209099497053677,0.18549371075168689,0.09422591513133752,0.039204108824195734,0.020250034244137065,0.042787232578743555,0.22376165346331808
47,o8TCUGDltqM,2016-02-03T19:19:10Z,17048,931786,2642,-0.022196043165467624,89,96,93,0.04963131118850539,0.08671599422635706,0.0668358554278225,0.03230289470814013,0.17129365511570196,0.12884851205608017,0.059313970100010174,0.028403622754262278,0.03759276348941491,0.07647149287615149
48,gw-i_VKd6Wo,2016-02-11T16:50:00Z,17198,872045,2641,0.13151137931034484,137,71,82,0.04191613919284109,0.038159276201326225,0.10638813615835846,0.029933229660000397,0.19291554792854781,0.14321596172563358,0.08044216976710374,0.021490983088897447,0.04676532004505023,0.10566978795637898
49,xGfv3Oay_pY,2016-02-17T23:10:01Z,10770,586183,1229,0.0540831541218638,90,69,120,0.03352170895499626,0.05031933390254354,0.10889855689574669,0.029208614318752,0.15029133908429063,0.11021400048116155,0.04902375291238709,0.019040696608708767,0.04871301809360419,0.11403062749332901
50,aPStj2ZuXug,2016-02-24T23:06:37Z,24066,1471309,4996,0.16800848708487084,125,62,84,0.05307178125496935,0.06648131125912646,0.12189579746353231,0.0450540745887587,0.16308865119839464,0.1370965041607031,0.06927041270675088,0.047451678825228494,0.04104635615208311,0.10425191947532379
51,JDmKLXVFJzk,2016-03-02T20:45:41Z,46578,3549559,12331,0.14117544483985764,128,76,77,0.04829639662359097,0.0733285304666856,0.14714882549233071,0.056023267503108244,0.17087929458340725,0.14036340188834756,0.0616122830254045,0.04604601453883842,0.034945983914950185,0.10391827954340765
52,wcBjibuHxEk,2016-03-09T20:14:44Z,4183,231083,678,0.1827192439862543,126,38,127,0.02827170041570406,0.04310730049600205,0.07914797623012641,0.029351835410428986,0.22564675919194682,0.0740644111179043,0.030411552667511402,0.017513396307363246,0.040385433741551235,0.07471131827025877
53,Aj6Kc1mvsdo,2016-03-16T21:29:40Z,28217,2295984,4036,0.06791159420289855,91,68,117,0.032103694483685226,0.04258261263112021,0.09518080887787185,0.02563200371265446,0.17198308173328186,0.1176847447227033,0.026952761765342448,0.024933209031389323,0.036708241998342404,0.07116637727549294
54,blSTTFS8Uco,2016-03-23T18:52:18Z,20610,1732853,2809,0.17635943060498221,135,52,94,0.03303432320911436,0.0725455921049174,0.11179780869542949,0.023109201862219028,0.18631939336086148,0.16503237982719096,0.07166577749915172,0.02689011181536932,0.03732692634870113,0.08722510449412697
55,nFYveYkSPuA,2016-03-30T19:43:30Z,5055,237148,489,0.217201646090535,126,47,70,0.023770254845628464,0.0381811126823944,0.09028442341732489,0.03209508904735116,0.2070924163804509,0.1001693626748428,0.039416025758423956,0.02134568268809871,0.060231417419346726,0.0911179187898417
56,6yLGeviU8FM,2016-04-06T20:44:31Z,11573,474619,1539,0.19545698924731184,145,63,71,0.02516952457599508,0.03583843709464971,0.11100647286203089,0.021428549185909973,0.21508136410540885,0.0917091717585714,0.040565330015374094,0.02242589332474782,0.0698766115607797,0.0944972118247762
57,xZTb6sfHEX8,2016-04-13T20:44:20Z,19103,945894,1771,0.21702285714285713,152,53,75,0.026180625659631956,0.04602635319363761,0.10096125804478345,0.02513001918243005,0.18879692969373,0.11004511654093285,0.09106056608153142,0.027241255898626162,0.03901625465236732,0.1062559067666149
58,-4PayaEgEZc,2016-04-20T20:30:08Z,16013,811548,1943,0.3079746478873239,188,43,53,0.02844734108299941,0.04300746900869604,0.10467041678416857,0.025677309952035692,0.20820351789998512,0.09045354818489552,0.1723268152746259,0.0184554439052989,0.03871098277396257,0.0834274368234731
59,RUE_LUqcTvM,2016-04-27T20:19:19Z,13568,1021904,1859,0.20676855123674912,161,55,67,0.026330378571356578,0.042786235593757084,0.12292633778188436,0.035249729459359724,0.1901887938482139,0.10359359124474543,0.1362958065043112,0.018030759650936767,0.044220709063737956,0.11076635086120228
60,fsARBnvUB2E,2016-05-04T20:12:16Z,11569,564427,2711,0.1279986111111111,124,67,97,0.04006081431487615,0.053744236096050606,0.12780475262448487,0.03476030573682305,0.23323724569752724,0.08296631054313303,0.025955578224310508,0.029227117961156415,0.04240476015793127,0.09025554531037355
61,nZQIM1C6xQw,2016-05-11T18:52:45Z,5593,344226,993,0.30019758620689657,190,46,54,0.028868637865035997,0.04934562779367583,0.11102776824748879,0.025776016244231353,0.1803463429624456,0.10427480687752547,0.17868784931572015,0.013283727794866265,0.045265656750121105,0.11484770407992392
62,UwYSWAlAewc,2016-05-18T17:36:31Z,26546,2195678,4079,0.13326892857142858,154,88,38,0.03286135037191422,0.04667188831780393,0.10924992424875953,0.03310467297670264,0.203859900061919,0.16181930197369687,0.15559881711713955,0.02314416499244347,0.033003310942070534,0.07568666899755025
63,ztninkgZ0ws,2016-05-25T18:58:06Z,59192,4907519,12835,0.06514615384615385,126,90,70,0.03614399688274084,0.06397148742053234,0.09240753246032811,0.031607758937706586,0.1527426143137695,0.15570774616404112,0.036754871171652354,0.02755899774739165,0.03546594223718834,0.1333733183989149
64,-IfmgyXs7z8,2016-06-01T18:56:49Z,30626,1629309,2880,0.09730145454545454,112,72,91,0.044556916414497064,0.05322002927877847,0.09485306660254032,0.03693254858156824,0.1624215887446576,0.1228818375976673,0.05011587358772749,0.027784674594281505,0.034279968751868124,0.12931713221005028
65,KFOgIijPWGY,2016-06-08T23:05:30Z,15432,937895,1882,0.11886328671328672,125,65,96,0.02931787195386537,0.045454923190226176,0.09269333983345197,0.039328945305972376,0.19369104559709177,0.11398501016916279,0.06389724719999984,0.01799349470627546,0.04826718552531198,0.06516114630885206
66,Dgv2WWpm7_s,2016-06-15T21:56:37Z,15211,924937,1382,0.17036727272727273,127,56,92,0.03539111992221345,0.03972226665168256,0.10755570185201363,0.02117748559058453,0.21477345889773672,0.11578950144297627,0.07922086596851893,0.02078607250611888,0.04301376642869765,0.11529703346673012
67,tQSbms5MDvY,2016-06-22T18:55:04Z,35027,1916265,2840,0.15448357664233575,117,49,108,0.02101049350072687,0.03458480584710485,0.13142752773118438,0.03299609412138095,0.21379215181249037,0.08430157412746053,0.0347063170453113,0.012956042928557277,0.06000789374603417,0.10779374147551574
68,SqF_Iy0lz_M,2016-06-29T20:55:16Z,3340,158263,659,0.09837482269503546,120,56,106,0.03799249374392646,0.04669179037056647,0.07529181467138452,0.019731891482764285,0.22479963145564882,0.0894744293112319,0.030076973887081918,0.014529056020476215,0.03746095180281005,0.12962472611935758
69,_NqbRcwWwPw,2016-07-06T22:25:02Z,9862,525230,1070,0.1421038596491228,139,61,85,0.03916802112952203,0.02857047578385263,0.09925395954908257,0.027019068193194374,0.18506259635683978,0.11142948702589657,0.04030810983807258,0.026012321012321014,0.06158557461583153,0.07632722860065004
70,eJ2RNBAFLj0,2016-07-20T21:54:10Z,6802,323231,1044,0.23062429577464788,162,48,74,0.02257557138598641,0.03363873516365551,0.08534356138974937,0.029836947216630338,0.2577537038444796,0.12080372013608388,0.08695704700174914,0.021487576543709367,0.044247226457790084,0.10721506578974377
71,p-MNSLsjjdo,2016-07-27T22:10:15Z,100707,6910086,11323,0.12855833333333333,129,68,91,0.029187156958965225,0.052677280579821184,0.10024229873412127,0.05652434997912449,0.2133508710730875,0.11225499373516208,0.034779880398764645,0.015976129594059085,0.03568238597833552,0.14793576407967007
72,UjmlwdUK4RE,2016-08-03T21:26:04Z,9891,568578,2111,0.09800989399293288,122,87,74,0.04071751176666881,0.08441039188451811,0.1102955625946439,0.027555635600663826,0.21619119883991372,0.1159516549004315,0.0419211719877656,0.019037741570322567,0.056185753291211955,0.08631995000202256
73,8ORLN_KwAgs,2016-08-10T22:43:29Z,49639,2764781,7617,0.060775824175824174,102,84,87,0.03158480464855476,0.05577242748764607,0.09723091630430325,0.05617118270550414,0.20892668444811052,0.1448208641512692,0.03836619370912576,0.026676961857891788,0.0418306047061307,0.1411102024723063
74,2Uzytrooz44,2016-08-17T21:52:23Z,6554,393701,1479,0.08444225352112676,107,77,100,0.02999063407573408,0.05540601495037968,0.07493538339191905,0.043113810304672366,0.19234339639548392,0.14767392831699072,0.03374023134692679,0.03276297004504022,0.03262284548356048,0.18135444766112366
75,jW55cViXu6s,2016-08-24T19:38:38Z,39961,2585497,4980,0.15105807560137458,142,64,85,0.03396369346970193,0.052494659607120506,0.10150238064642673,0.02886189629966645,0.2264910725995865,0.12187667217395444,0.04791154078332651,0.04214289765967529,0.060957398981254345,0.08792149911949346
76,MuvwcsfXIIo,2016-09-07T21:03:32Z,17515,958421,1929,0.09737446043165468,104,70,104,0.0409966965195788,0.06754209292609398,0.09451197411177996,0.025360729007052597,0.19486733245490673,0.14013419111931652,0.06887123410633102,0.019822247726314732,0.04141584327869013,0.12662154364202183
77,4H55wybU3rI,2016-09-14T20:56:19Z,19286,785769,3766,0.11995103448275862,123,63,104,0.02290405337013066,0.045135934128064444,0.14603016215561615,0.023657212071621445,0.22981606544186572,0.10179383951457803,0.041442020044031955,0.020971026348567873,0.04430738287665128,0.058425062669562065
78,tafGL02EUOA,2016-09-22T00:38:23Z,38413,2532771,3851,0.12706213235294117,114,64,94,0.03917146100903235,0.057113572120345076,0.13318522017581774,0.038010078859016305,0.23588946410281467,0.16775084149672942,0.0477296410722027,0.03355989069462376,0.03670433054521314,0.08956197051244014
79,pEJ-wXpeH6w,2016-09-29T20:36:57Z,21608,1296933,2799,0.11520625000000001,116,62,110,0.023966373295523057,0.04781299991377313,0.09424758076838408,0.029095043357741972,0.16375390740718598,0.09817561707759676,0.03519140334064903,0.038885716860699956,0.051148210124492104,0.07397314785395392
80,BAoEnV3Zt_Q,2016-10-05T20:24:55Z,10205,463074,1836,0.19701678321678323,154,68,64,0.024109595982609127,0.056406080864314506,0.14419174095065604,0.03898141483859727,0.2781723533944895,0.09759835921039199,0.04102003621091959,0.02898848214247908,0.05205035054838414,0.09862144599701894
81,rcv_tYcRgw4,2016-10-12T22:56:56Z,17957,1039362,1994,0.12082625899280576,110,63,105,0.024645574760852777,0.0413739735497186,0.08278053684297526,0.02617897768381272,0.16281584313381361,0.18549288067759603,0.15825133320235157,0.023753536729019212,0.03734282745346768,0.07391127855632058
82,jowVq81AgGw,2016-10-19T22:34:52Z,15188,784522,2111,0.03886608996539793,99,89,101,0.044081365535757935,0.056893194644483946,0.08668324402200249,0.027430529848565963,0.18811597332761237,0.12461951207303558,0.04448196529247208,0.025105629409025138,0.0412261092202678,0.09146628285515038
83,dzKWfw68M5U,2016-10-26T22:04:29Z,35978,2487104,4781,0.17309405594405594,148,67,71,0.027332185465484566,0.04752140056256981,0.13718307309515682,0.030281819380520606,0.23101624450368197,0.11247642197350428,0.04754744315141694,0.01954193894524135,0.05036974999578106,0.12190454810146782
84,ZY47bVu-0Bs,2016-11-02T23:35:04Z,8836,438664,656,0.21542841726618706,156,57,65,0.02743398978431669,0.044400864981494856,0.12450508489081795,0.03447611792107921,0.2479977253108294,0.1150595943974174,0.043973659974298224,0.027862254610215978,0.05297578169697131,0.0870703221160122
85,7UNLgPIiWAg,2016-11-09T23:48:37Z,27837,1771679,3108,0.1846410909090909,158,68,49,0.034491814435296246,0.057021004371098936,0.09957866982386479,0.042580093536776824,0.19158606773868664,0.10885663326102404,0.16275720432872023,0.015233892095229531,0.041124569811537025,0.10131550514322031
86,u4RNGRyzt10,2016-11-16T22:27:50Z,48634,2434130,2657,0.12881618705035972,129,72,77,0.01856302070074584,0.027759389805875917,0.1294720727361477,0.02001914839963354,0.20504211286617466,0.12047089961028362,0.05830976956486093,0.02703798873957309,0.06308688092868502,0.071245910892624
87,RlXdsyctD50,2016-12-01T01:19:28Z,34479,1827446,4141,0.16447786259541985,115,52,95,0.021363203875195903,0.029675593359774616,0.18219789546337792,0.01998917296660146,0.2210638945929574,0.10998017417332999,0.025240136166063114,0.018322579071691002,0.03522161019743551,0.1346556637976952
88,mht-1c4wc0Q,2016-12-08T23:29:17Z,40682,3146044,3642,0.11762811387900356,117,72,92,0.033155723407074386,0.05200181424059948,0.07644741011508009,0.021136554907153698,0.19627893348720957,0.1518583342457038,0.09768361732506879,0.0177923777782491,0.031311771665218625,0.17286727065782395
89,v3hd3AI2CAA,2016-12-15T00:05:53Z,8850,476860,1171,0.08812906574394463,127,86,76,0.04123704828071903,0.07830247188197786,0.08519318802603203,0.03358251858029791,0.19703823344608795,0.13638218672145222,0.07865912570911977,0.027535184054484754,0.03840939092276458,0.12103089459159676
90,Ttwl_zH_DZ8,2016-12-22T01:28:49Z,24462,2545809,2755,0.13447543859649122,142,70,73,0.029535174845635913,0.07941104010119865,0.1347571286660548,0.022465459368234988,0.23282413271145252,0.14034254336859472,0.03577094667634053,0.045712402894430085,0.04704745033307634,0.08827407191217441
91,q_oHv6HCMX4,2017-01-04T22:44:33Z,9320,446239,901,0.15533333333333332,136,81,71,0.033162588748796684,0.04972197287527605,0.09723872289348942,0.03561738203587621,0.19838582719213552,0.16845796050201847,0.09031316686152986,0.02617927109797057,0.05053744436401604,0.11149677454000224
92,hqoo_4wSkdg,2017-01-12T01:02:39Z,21843,1207335,2613,0.13260141342756185,124,64,95,0.034790943420262815,0.03802543012059163,0.13949087804359242,0.0319141938675207,0.23785529022446245,0.1069654945328406,0.031073116913083076,0.02358264044655382,0.048761693444472835,0.08492547799722037
93,-q7EvLhOK08,2017-01-19T17:32:20Z,30341,2561291,2807,0.14366716417910447,121,68,79,0.031596945369233895,0.05801864376585416,0.11067218561737993,0.0214743596535272,0.2526481294693702,0.1275675591512688,0.057402929567716525,0.014445687098768895,0.0502750254185288,0.09679405727641129
94,3TZEp_n3eIc,2017-01-26T00:17:07Z,31831,1955116,1728,0.1371870848708487,109,51,111,0.03250194216383468,0.03985331865695011,0.09061251438468532,0.02301060258885426,0.1858205886909054,0.10637434933370879,0.05032696521171799,0.019466690668196875,0.05260128239709708,0.08208857247231517
95,1YFrISfN7jo,2017-02-02T21:12:58Z,32943,1705879,2627,0.22469225092250922,148,43,80,0.020841733323323938,0.03323068699493264,0.11414602503019157,0.03753217256872409,0.21590194310611385,0.10487567570044219,0.03725675722647681,0.01373420265022575,0.055798768053287165,0.15634993202524874
